,Dir,PDB,Protein_type,Bound_Unbound,Rank
2349,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8hxq_0_seed2/,renum_renamed_fold_8hxq_0_seed2_model_3.pdb,nanobody,bound,0.37
2350,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8opr_0_seed1/,renum_renamed_fold_8opr_0_seed1_model_0.pdb,nanobody,bound,0.21
2351,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8opr_0_seed1/,renum_renamed_fold_8opr_0_seed1_model_4.pdb,nanobody,bound,0.18
2352,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8opr_0_seed1/,renum_renamed_fold_8opr_0_seed1_model_1.pdb,nanobody,bound,0.19
2353,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8opr_0_seed1/,renum_renamed_fold_8opr_0_seed1_model_3.pdb,nanobody,bound,0.18
2354,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8opr_0_seed1/,renum_renamed_fold_8opr_0_seed1_model_2.pdb,nanobody,bound,0.19
2355,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cxn_1_seed3/,renum_renamed_fold_8cxn_1_seed3_model_3.pdb,nanobody,bound,0.84
2356,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cxn_1_seed3/,renum_renamed_fold_8cxn_1_seed3_model_2.pdb,nanobody,bound,0.84
2357,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cxn_1_seed3/,renum_renamed_fold_8cxn_1_seed3_model_0.pdb,nanobody,bound,0.84
2358,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cxn_1_seed3/,renum_renamed_fold_8cxn_1_seed3_model_1.pdb,nanobody,bound,0.84
2359,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cxn_1_seed3/,renum_renamed_fold_8cxn_1_seed3_model_4.pdb,nanobody,bound,0.8300000000000001
2360,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7nxx_0_seed1/,renum_renamed_fold_7nxx_0_seed1_model_1.pdb,nanobody,bound,0.22
2361,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7nxx_0_seed1/,renum_renamed_fold_7nxx_0_seed1_model_4.pdb,nanobody,bound,0.19
2362,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7nxx_0_seed1/,renum_renamed_fold_7nxx_0_seed1_model_2.pdb,nanobody,bound,0.22
2363,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7nxx_0_seed1/,renum_renamed_fold_7nxx_0_seed1_model_3.pdb,nanobody,bound,0.2
2364,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7nxx_0_seed1/,renum_renamed_fold_7nxx_0_seed1_model_0.pdb,nanobody,bound,0.25
2365,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8h3y_1_seed2/,renum_renamed_fold_8h3y_1_seed2_model_3.pdb,nanobody,bound,0.24
2366,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8h3y_1_seed2/,renum_renamed_fold_8h3y_1_seed2_model_0.pdb,nanobody,bound,0.25
2367,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8h3y_1_seed2/,renum_renamed_fold_8h3y_1_seed2_model_1.pdb,nanobody,bound,0.25
2368,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8h3y_1_seed2/,renum_renamed_fold_8h3y_1_seed2_model_4.pdb,nanobody,bound,0.24
2369,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8h3y_1_seed2/,renum_renamed_fold_8h3y_1_seed2_model_2.pdb,nanobody,bound,0.24
2370,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8opr_1_seed1/,renum_renamed_fold_8opr_1_seed1_model_4.pdb,nanobody,bound,0.19
2371,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8opr_1_seed1/,renum_renamed_fold_8opr_1_seed1_model_0.pdb,nanobody,bound,0.2
2372,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8opr_1_seed1/,renum_renamed_fold_8opr_1_seed1_model_2.pdb,nanobody,bound,0.2
2373,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8opr_1_seed1/,renum_renamed_fold_8opr_1_seed1_model_1.pdb,nanobody,bound,0.2
2374,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8opr_1_seed1/,renum_renamed_fold_8opr_1_seed1_model_3.pdb,nanobody,bound,0.2
2375,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8pyr_0_seed2/,renum_renamed_fold_8pyr_0_seed2_model_4.pdb,nanobody,bound,0.92
2376,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8pyr_0_seed2/,renum_renamed_fold_8pyr_0_seed2_model_0.pdb,nanobody,bound,0.93
2377,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8pyr_0_seed2/,renum_renamed_fold_8pyr_0_seed2_model_3.pdb,nanobody,bound,0.92
2378,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8pyr_0_seed2/,renum_renamed_fold_8pyr_0_seed2_model_2.pdb,nanobody,bound,0.93
2379,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8pyr_0_seed2/,renum_renamed_fold_8pyr_0_seed2_model_1.pdb,nanobody,bound,0.93
2380,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8c3l_0_seed2/,renum_renamed_fold_8c3l_0_seed2_model_1.pdb,nanobody,bound,0.9
2381,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8c3l_0_seed2/,renum_renamed_fold_8c3l_0_seed2_model_4.pdb,nanobody,bound,0.89
2382,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8c3l_0_seed2/,renum_renamed_fold_8c3l_0_seed2_model_2.pdb,nanobody,bound,0.89
2383,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8c3l_0_seed2/,renum_renamed_fold_8c3l_0_seed2_model_3.pdb,nanobody,bound,0.89
2384,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8c3l_0_seed2/,renum_renamed_fold_8c3l_0_seed2_model_0.pdb,nanobody,bound,0.9
2385,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zkz_1_seed3/,renum_renamed_fold_7zkz_1_seed3_model_2.pdb,nanobody,bound,0.41000000000000003
2386,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zkz_1_seed3/,renum_renamed_fold_7zkz_1_seed3_model_4.pdb,nanobody,bound,0.38
2387,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zkz_1_seed3/,renum_renamed_fold_7zkz_1_seed3_model_3.pdb,nanobody,bound,0.41000000000000003
2388,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zkz_1_seed3/,renum_renamed_fold_7zkz_1_seed3_model_0.pdb,nanobody,bound,0.43
2389,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zkz_1_seed3/,renum_renamed_fold_7zkz_1_seed3_model_1.pdb,nanobody,bound,0.41000000000000003
2390,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8en3_0_seed2/,renum_renamed_fold_8en3_0_seed2_model_2.pdb,nanobody,bound,0.23
2391,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8en3_0_seed2/,renum_renamed_fold_8en3_0_seed2_model_0.pdb,nanobody,bound,0.23
2392,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8en3_0_seed2/,renum_renamed_fold_8en3_0_seed2_model_1.pdb,nanobody,bound,0.23
2393,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8en3_0_seed2/,renum_renamed_fold_8en3_0_seed2_model_4.pdb,nanobody,bound,0.22
2394,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8en3_0_seed2/,renum_renamed_fold_8en3_0_seed2_model_3.pdb,nanobody,bound,0.23
2395,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7wn1_0_seed2/,renum_renamed_fold_7wn1_0_seed2_model_1.pdb,nanobody,bound,0.22
2396,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7wn1_0_seed2/,renum_renamed_fold_7wn1_0_seed2_model_4.pdb,nanobody,bound,0.18
2397,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7wn1_0_seed2/,renum_renamed_fold_7wn1_0_seed2_model_3.pdb,nanobody,bound,0.18
2398,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7wn1_0_seed2/,renum_renamed_fold_7wn1_0_seed2_model_2.pdb,nanobody,bound,0.19
2399,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7wn1_0_seed2/,renum_renamed_fold_7wn1_0_seed2_model_0.pdb,nanobody,bound,0.23
2400,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zw1_0_seed3/,renum_renamed_fold_7zw1_0_seed3_model_1.pdb,nanobody,bound,0.64
2401,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zw1_0_seed3/,renum_renamed_fold_7zw1_0_seed3_model_2.pdb,nanobody,bound,0.63
2402,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zw1_0_seed3/,renum_renamed_fold_7zw1_0_seed3_model_3.pdb,nanobody,bound,0.63
2403,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zw1_0_seed3/,renum_renamed_fold_7zw1_0_seed3_model_4.pdb,nanobody,bound,0.62
2404,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zw1_0_seed3/,renum_renamed_fold_7zw1_0_seed3_model_0.pdb,nanobody,bound,0.65
2405,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zk1_0_seed2/,renum_renamed_fold_7zk1_0_seed2_model_0.pdb,nanobody,bound,0.38
2406,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zk1_0_seed2/,renum_renamed_fold_7zk1_0_seed2_model_1.pdb,nanobody,bound,0.37
2407,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zk1_0_seed2/,renum_renamed_fold_7zk1_0_seed2_model_4.pdb,nanobody,bound,0.33
2408,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zk1_0_seed2/,renum_renamed_fold_7zk1_0_seed2_model_2.pdb,nanobody,bound,0.37
2409,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zk1_0_seed2/,renum_renamed_fold_7zk1_0_seed2_model_3.pdb,nanobody,bound,0.33
2410,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8dly_0_seed1/,renum_renamed_fold_8dly_0_seed1_model_4.pdb,nanobody,bound,0.19
2411,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8dly_0_seed1/,renum_renamed_fold_8dly_0_seed1_model_1.pdb,nanobody,bound,0.23
2412,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8dly_0_seed1/,renum_renamed_fold_8dly_0_seed1_model_0.pdb,nanobody,bound,0.23
2413,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8dly_0_seed1/,renum_renamed_fold_8dly_0_seed1_model_3.pdb,nanobody,bound,0.19
2414,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8dly_0_seed1/,renum_renamed_fold_8dly_0_seed1_model_2.pdb,nanobody,bound,0.22
2415,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyj_0_seed3/,renum_renamed_fold_8cyj_0_seed3_model_0.pdb,nanobody,bound,0.86
2416,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyj_0_seed3/,renum_renamed_fold_8cyj_0_seed3_model_3.pdb,nanobody,bound,0.86
2417,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyj_0_seed3/,renum_renamed_fold_8cyj_0_seed3_model_1.pdb,nanobody,bound,0.86
2418,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyj_0_seed3/,renum_renamed_fold_8cyj_0_seed3_model_2.pdb,nanobody,bound,0.86
2419,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyj_0_seed3/,renum_renamed_fold_8cyj_0_seed3_model_4.pdb,nanobody,bound,0.86
2420,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zk1_0_seed1/,renum_renamed_fold_7zk1_0_seed1_model_0.pdb,nanobody,bound,0.42
2421,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zk1_0_seed1/,renum_renamed_fold_7zk1_0_seed1_model_4.pdb,nanobody,bound,0.31
2422,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zk1_0_seed1/,renum_renamed_fold_7zk1_0_seed1_model_3.pdb,nanobody,bound,0.39
2423,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zk1_0_seed1/,renum_renamed_fold_7zk1_0_seed1_model_2.pdb,nanobody,bound,0.4
2424,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zk1_0_seed1/,renum_renamed_fold_7zk1_0_seed1_model_1.pdb,nanobody,bound,0.41000000000000003
2425,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8en3_0_seed3/,renum_renamed_fold_8en3_0_seed3_model_1.pdb,nanobody,bound,0.22
2426,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8en3_0_seed3/,renum_renamed_fold_8en3_0_seed3_model_3.pdb,nanobody,bound,0.21
2427,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8en3_0_seed3/,renum_renamed_fold_8en3_0_seed3_model_2.pdb,nanobody,bound,0.22
2428,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8en3_0_seed3/,renum_renamed_fold_8en3_0_seed3_model_4.pdb,nanobody,bound,0.21
2429,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8en3_0_seed3/,renum_renamed_fold_8en3_0_seed3_model_0.pdb,nanobody,bound,0.23
2430,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyd_0_seed3/,renum_renamed_fold_8cyd_0_seed3_model_2.pdb,nanobody,bound,0.25
2431,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyd_0_seed3/,renum_renamed_fold_8cyd_0_seed3_model_3.pdb,nanobody,bound,0.25
2432,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyd_0_seed3/,renum_renamed_fold_8cyd_0_seed3_model_1.pdb,nanobody,bound,0.27
2433,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyd_0_seed3/,renum_renamed_fold_8cyd_0_seed3_model_4.pdb,nanobody,bound,0.25
2434,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyd_0_seed3/,renum_renamed_fold_8cyd_0_seed3_model_0.pdb,nanobody,bound,0.27
2435,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyb_0_seed3/,renum_renamed_fold_8cyb_0_seed3_model_4.pdb,nanobody,bound,0.26
2436,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyb_0_seed3/,renum_renamed_fold_8cyb_0_seed3_model_3.pdb,nanobody,bound,0.26
2437,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyb_0_seed3/,renum_renamed_fold_8cyb_0_seed3_model_1.pdb,nanobody,bound,0.26
2438,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyb_0_seed3/,renum_renamed_fold_8cyb_0_seed3_model_2.pdb,nanobody,bound,0.26
2439,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyb_0_seed3/,renum_renamed_fold_8cyb_0_seed3_model_0.pdb,nanobody,bound,0.26
2440,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cxn_1_seed2/,renum_renamed_fold_8cxn_1_seed2_model_3.pdb,nanobody,bound,0.84
2441,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cxn_1_seed2/,renum_renamed_fold_8cxn_1_seed2_model_2.pdb,nanobody,bound,0.84
2442,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cxn_1_seed2/,renum_renamed_fold_8cxn_1_seed2_model_0.pdb,nanobody,bound,0.84
2443,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cxn_1_seed2/,renum_renamed_fold_8cxn_1_seed2_model_4.pdb,nanobody,bound,0.84
2444,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cxn_1_seed2/,renum_renamed_fold_8cxn_1_seed2_model_1.pdb,nanobody,bound,0.84
2445,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8hxq_0_seed1/,renum_renamed_fold_8hxq_0_seed1_model_1.pdb,nanobody,bound,0.42
2446,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8hxq_0_seed1/,renum_renamed_fold_8hxq_0_seed1_model_3.pdb,nanobody,bound,0.39
2447,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8hxq_0_seed1/,renum_renamed_fold_8hxq_0_seed1_model_4.pdb,nanobody,bound,0.33
2448,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8hxq_0_seed1/,renum_renamed_fold_8hxq_0_seed1_model_0.pdb,nanobody,bound,0.43
2449,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8hxq_0_seed1/,renum_renamed_fold_8hxq_0_seed1_model_2.pdb,nanobody,bound,0.39
2450,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8sk5_0_seed3/,renum_renamed_fold_8sk5_0_seed3_model_3.pdb,nanobody,bound,0.2
2451,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8sk5_0_seed3/,renum_renamed_fold_8sk5_0_seed3_model_0.pdb,nanobody,bound,0.21
2452,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8sk5_0_seed3/,renum_renamed_fold_8sk5_0_seed3_model_4.pdb,nanobody,bound,0.2
2453,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8sk5_0_seed3/,renum_renamed_fold_8sk5_0_seed3_model_2.pdb,nanobody,bound,0.2
2454,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8sk5_0_seed3/,renum_renamed_fold_8sk5_0_seed3_model_1.pdb,nanobody,bound,0.21
2455,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyj_2_seed2/,renum_renamed_fold_8cyj_2_seed2_model_0.pdb,nanobody,bound,0.2
2456,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyj_2_seed2/,renum_renamed_fold_8cyj_2_seed2_model_1.pdb,nanobody,bound,0.19
2457,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyj_2_seed2/,renum_renamed_fold_8cyj_2_seed2_model_4.pdb,nanobody,bound,0.18
2458,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyj_2_seed2/,renum_renamed_fold_8cyj_2_seed2_model_3.pdb,nanobody,bound,0.19
2459,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyj_2_seed2/,renum_renamed_fold_8cyj_2_seed2_model_2.pdb,nanobody,bound,0.19
2460,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7nxx_0_seed2/,renum_renamed_fold_7nxx_0_seed2_model_4.pdb,nanobody,bound,0.23
2461,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7nxx_0_seed2/,renum_renamed_fold_7nxx_0_seed2_model_0.pdb,nanobody,bound,0.26
2462,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7nxx_0_seed2/,renum_renamed_fold_7nxx_0_seed2_model_3.pdb,nanobody,bound,0.24
2463,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7nxx_0_seed2/,renum_renamed_fold_7nxx_0_seed2_model_1.pdb,nanobody,bound,0.26
2464,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7nxx_0_seed2/,renum_renamed_fold_7nxx_0_seed2_model_2.pdb,nanobody,bound,0.25
2465,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8qf5_0_seed2/,renum_renamed_fold_8qf5_0_seed2_model_0.pdb,nanobody,bound,0.29
2466,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8qf5_0_seed2/,renum_renamed_fold_8qf5_0_seed2_model_3.pdb,nanobody,bound,0.24
2467,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8qf5_0_seed2/,renum_renamed_fold_8qf5_0_seed2_model_4.pdb,nanobody,bound,0.2
2468,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8qf5_0_seed2/,renum_renamed_fold_8qf5_0_seed2_model_2.pdb,nanobody,bound,0.25
2469,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8qf5_0_seed2/,renum_renamed_fold_8qf5_0_seed2_model_1.pdb,nanobody,bound,0.25
2470,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cy9_0_seed2/,renum_renamed_fold_8cy9_0_seed2_model_3.pdb,nanobody,bound,0.28
2471,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cy9_0_seed2/,renum_renamed_fold_8cy9_0_seed2_model_2.pdb,nanobody,bound,0.30000000000000004
2472,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cy9_0_seed2/,renum_renamed_fold_8cy9_0_seed2_model_0.pdb,nanobody,bound,0.31
2473,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cy9_0_seed2/,renum_renamed_fold_8cy9_0_seed2_model_4.pdb,nanobody,bound,0.26
2474,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cy9_0_seed2/,renum_renamed_fold_8cy9_0_seed2_model_1.pdb,nanobody,bound,0.30000000000000004
2475,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyb_0_seed1/,renum_renamed_fold_8cyb_0_seed1_model_0.pdb,nanobody,bound,0.26
2476,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyb_0_seed1/,renum_renamed_fold_8cyb_0_seed1_model_3.pdb,nanobody,bound,0.25
2477,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyb_0_seed1/,renum_renamed_fold_8cyb_0_seed1_model_1.pdb,nanobody,bound,0.26
2478,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyb_0_seed1/,renum_renamed_fold_8cyb_0_seed1_model_2.pdb,nanobody,bound,0.26
2479,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_8cyb_0_seed1/,renum_renamed_fold_8cyb_0_seed1_model_4.pdb,nanobody,bound,0.25
2480,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zxu_0_seed2/,renum_renamed_fold_7zxu_0_seed2_model_2.pdb,nanobody,bound,0.21
2481,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zxu_0_seed2/,renum_renamed_fold_7zxu_0_seed2_model_1.pdb,nanobody,bound,0.21
2482,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zxu_0_seed2/,renum_renamed_fold_7zxu_0_seed2_model_4.pdb,nanobody,bound,0.2
2483,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zxu_0_seed2/,renum_renamed_fold_7zxu_0_seed2_model_0.pdb,nanobody,bound,0.21
2484,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7zxu_0_seed2/,renum_renamed_fold_7zxu_0_seed2_model_3.pdb,nanobody,bound,0.2
2485,/scratch4/jgray21/ftalib1/AF3_Benchmark/AF3/sorted/Bound/Nb/fold_7z1x_1_seed3/,renum_renamed_fold_7z1x_1_seed3_model_0.pdb,nanobody,bound,0.73
